_c0
2024-10-10 14:25:10.191734,17.875
2024-10-10 14:25:10.325749,18.75
2024-10-10 14:25:10.458552,18.875
2024-10-10 14:25:10.595897,18.375
2024-10-10 14:25:10.737648,18.5
2024-10-10 14:25:10.880759,19.875
2024-10-10 14:25:11.013357,22.0
2024-10-10 14:25:11.153696,20.0
2024-10-10 14:25:11.296045,20.714285714285715
2024-10-10 14:25:11.441635,20.0
2024-10-10 14:25:11.600005,19.0
2024-10-10 14:25:11.731568,19.625
2024-10-10 14:25:11.852458,21.625
2024-10-10 14:25:12.002426,23.125
2024-10-10 14:25:12.138041,26.25
2024-10-10 14:25:12.285100,24.857142857142858
2024-10-10 14:25:12.412033,21.75
2024-10-10 14:25:12.545443,21.5
2024-10-10 14:25:12.675061,22.5
2024-10-10 14:25:12.808019,25.0
2024-10-10 14:25:12.930794,22.75
2024-10-10 14:25:13.066429,22.375
2024-10-10 14:25:13.185225,24.625
2024-10-10 14:25:13.321306,25.125
2024-10-10 14:25:13.467676,23.5
2024-10-10 14:25:13.603808,24.428571428571427
2024-10-10 14:25:13.753949,25.875
2024-10-10 14:25:13.902833,24.125
2024-10-10 14:25:14.041288,24.125
2024-10-10 14:25:14.186983,24.875
2024-10-10 14:25:14.331196,26.75
2024-10-10 14:25:14.467814,25.0
2024-10-10 14:25:14.604533,25.857142857142858
2024-10-10 14:25:14.725533,27.375
2024-10-10 14:25:14.862204,30.125
2024-10-10 14:25:15.007516,27.25
2024-10-10 14:25:15.147147,25.75
2024-10-10 14:25:15.289941,25.75
2024-10-10 14:25:15.429544,26.375
2024-10-10 14:25:15.575168,28.142857142857142
2024-10-10 14:25:15.700020,29.125
2024-10-10 14:25:15.835886,26.875
2024-10-10 14:25:15.958730,27.625
2024-10-10 14:25:16.089865,29.0
2024-10-10 14:25:22.359995,34.625
2024-10-10 14:25:22.481558,32.75
2024-10-10 14:25:22.615840,32.75
2024-10-10 14:25:22.746116,34.875
2024-10-10 14:25:22.879992,35.25
2024-10-10 14:25:23.016345,36.875
2024-10-10 14:25:23.134302,37.5
2024-10-10 14:25:23.269665,38.5
2024-10-10 14:25:23.394682,37.625
2024-10-10 14:25:23.542393,37.875
2024-10-10 14:25:23.684515,37.25
2024-10-10 14:25:23.825337,37.625
2024-10-10 14:25:23.965661,32.875
2024-10-10 14:25:24.099746,30.25
2024-10-10 14:25:24.244598,30.5
2024-10-10 14:25:24.369567,33.875
2024-10-10 14:25:24.502774,36.375
2024-10-10 14:25:24.642708,36.875
2024-10-10 14:25:24.789336,33.875
